date,home_team,away_team,country,country_full_home,country_full_away,neutral,rank_diff,point_diff,point_increase_home,point_increase_away,score_diff,home_won,lati_cn_home,long_cn_home,lati_cn_away,long_cn_away,rest_days
2001-06-06,Azerbaijan,Slovakia,Azerbaijan,Azerbaijan,Slovakia,0,92.0,-258.0,-4.0,-4.0,2.0,1,0.0,0.0,8.525921000000004,27.877903,14.0
2001-06-06,Cook Islands,Vanuatu,New Zealand,Cook Islands,Vanuatu,1,1.0,-4.0,-1.0,-3.0,-7.0,-1,19.663821,334.663642,25.523851,7.92681300000001,14.0
2001-06-06,Czech Republic,Northern Ireland,Czech Republic,Czech Republic,Northern Ireland,0,-94.0,299.0,-10.0,-7.0,2.0,1,0.0,0.0,4.970208,21.965262000000003,14.0
2001-06-06,Denmark,Malta,Denmark,Denmark,Malta,0,-110.0,330.0,4.0,-4.0,1.0,1,0.0,0.0,20.326424,4.873631,4.0
2001-06-06,Estonia,Republic of Ireland,Estonia,Estonia,Republic of Ireland,0,39.0,-107.0,-1.0,6.0,-2.0,-1,0.0,0.0,5.182362000000005,33.257497,4.0
2001-06-06,Greece,England,Greece,Greece,England,0,34.0,-115.0,-6.0,-4.0,-2.0,-1,0.0,0.0,13.281292,22.998612,4.0
2001-06-06,Hungary,Georgia,Hungary,Hungary,Georgia,0,-20.0,52.0,-8.0,0.0,3.0,1,0.0,0.0,4.847087000000002,23.853588,14.0
2001-06-06,Iceland,Bulgaria,Iceland,Iceland,Bulgaria,0,12.0,-24.0,9.0,0.0,0.0,0,0.0,0.0,22.229167999999994,44.506665,4.0
2001-06-06,Israel,Spain,Israel,Israel,Spain,0,41.0,-160.0,-7.0,-1.0,0.0,0,0.0,0.0,9.417616000000002,38.600832,14.0
2001-06-06,Latvia,Croatia,Latvia,Latvia,Croatia,0,77.0,-207.0,-2.0,-15.0,-1.0,-1,0.0,0.0,11.779635,9.403189,14.0
2001-06-06,Lithuania,Romania,Lithuania,Lithuania,Romania,0,80.0,-235.0,-14.0,-5.0,-1.0,-1,0.0,0.0,9.226276999999996,1.085485000000002,14.0
2001-06-06,Luxembourg,Russia,Luxembourg,Luxembourg,Russia,0,124.0,-395.0,-8.0,10.0,-1.0,-1,0.0,0.0,11.708737,99.189173,14.0
2001-06-06,New Zealand,Tahiti,New Zealand,New Zealand,Tahiti,0,-40.0,158.0,-2.0,-1.0,5.0,1,0.0,0.0,23.249657,324.311971,14.0
2001-06-06,Norway,Belarus,Norway,Norway,Belarus,0,-71.0,206.0,-3.0,3.0,0.0,0,0.0,0.0,6.762217,19.484443,14.0
2001-06-06,Portugal,Cyprus,Portugal,Portugal,Cyprus,0,-60.0,222.0,-3.0,-4.0,6.0,1,0.0,0.0,4.273459000000003,41.654313,14.0
2001-06-06,San Marino,Belgium,San Marino,San Marino,Belgium,0,135.0,-418.0,19.0,-7.0,-3.0,-1,0.0,0.0,6.561526999999998,7.987841,14.0
2001-06-06,Sweden,Moldova,Sweden,Sweden,Moldova,0,-81.0,222.0,-2.0,-3.0,6.0,1,0.0,0.0,12.71653,9.726384,4.0
2001-06-06,Switzerland,Slovenia,Switzerland,Switzerland,Slovenia,0,20.0,-57.0,-13.0,-3.0,-1.0,-1,0.0,0.0,0.6669470000000004,6.767951,14.0
2001-06-06,Ukraine,Wales,Ukraine,Ukraine,Wales,0,-70.0,175.0,-15.0,-1.0,0.0,0,0.0,0.0,3.751266999999999,34.94928,4.0
2001-06-08,New Zealand,Cook Islands,New Zealand,New Zealand,Cook Islands,0,-77.0,287.0,-2.0,-1.0,2.0,1,0.0,0.0,19.663821,334.663642,2.0
2001-06-08,Vanuatu,Solomon Islands,New Zealand,Vanuatu,Solomon Islands,1,35.0,-122.0,-3.0,-6.0,-5.0,-1,25.523851,7.92681300000001,31.254847,14.729777000000013,4.0
2001-06-11,Cook Islands,Tahiti,New Zealand,Cook Islands,Tahiti,1,37.0,-129.0,-1.0,-1.0,-6.0,-1,19.663821,334.663642,23.249657,324.311971,5.0
2001-06-11,New Zealand,Solomon Islands,New Zealand,New Zealand,Solomon Islands,0,-41.0,161.0,-2.0,-6.0,4.0,1,0.0,0.0,31.254847,14.729777000000013,3.0
2001-06-13,New Zealand,Vanuatu,New Zealand,New Zealand,Vanuatu,0,-76.0,283.0,-2.0,-3.0,7.0,1,0.0,0.0,25.523851,7.92681300000001,2.0
2001-06-13,Tahiti,Solomon Islands,New Zealand,Tahiti,Solomon Islands,1,-1.0,3.0,-1.0,-6.0,2.0,1,23.249657,324.311971,31.254847,14.729777000000013,14.0
2001-06-16,Mexico,Costa Rica,Mexico,Mexico,Costa Rica,0,-41.0,132.0,-1.0,-4.0,-1.0,-1,0.0,0.0,13.885584,18.799356000000003,14.0
2001-06-16,Trinidad and Tobago,Honduras,Trinidad and Tobago,Trinidad and Tobago,Honduras,0,-13.0,37.0,-1.0,1.0,-2.0,-1,0.0,0.0,4.508196,25.019402,14.0
2001-06-20,Costa Rica,Jamaica,Costa Rica,Costa Rica,Jamaica,0,-1.0,1.0,30.0,11.0,1.0,1,0.0,0.0,8.360663999999998,6.455920000000006,14.0
2001-06-20,Honduras,Mexico,Honduras,Honduras,Mexico,0,36.0,-102.0,10.0,-10.0,2.0,1,0.0,0.0,8.434502,16.310879,14.0
2001-06-20,New Zealand,Australia,New Zealand,New Zealand,Australia,0,31.0,-80.0,47.0,63.0,-2.0,-1,0.0,0.0,15.626158999999998,41.11083500000001,7.0
2001-06-24,Australia,New Zealand,Australia,Australia,New Zealand,0,-31.0,80.0,63.0,47.0,3.0,1,0.0,0.0,15.626158999999998,41.11083500000001,14.0
2001-06-29,Libya,Angola,Libya,Libya,Angola,0,61.0,-181.0,4.0,7.0,0.0,0,0.0,0.0,37.537792,0.6455559999999991,14.0
2001-06-30,Morocco,Egypt,Morocco,Morocco,Egypt,0,-6.0,19.0,-2.0,6.0,1.0,1,0.0,0.0,4.9711490000000005,37.895118,14.0
2001-06-30,Namibia,Algeria,Namibia,Namibia,Algeria,0,10.0,-24.0,2.0,10.0,-4.0,-1,0.0,0.0,50.991526,16.830784,14.0
2001-06-30,Trinidad and Tobago,Jamaica,Trinidad and Tobago,Trinidad and Tobago,Jamaica,0,-23.0,51.0,33.0,11.0,-1.0,-1,0.0,0.0,7.417777999999998,16.07500499999999,14.0
2001-07-01,Burkina Faso,South Africa,Burkina Faso,Burkina Faso,South Africa,0,45.0,-124.0,11.0,-2.0,0.0,0,0.0,0.0,42.797815,24.499099,14.0
2001-07-01,Cameroon,Togo,Cameroon,Cameroon,Togo,0,-29.0,86.0,5.0,32.0,2.0,1,0.0,0.0,1.2498209999999998,11.52994,14.0
2001-07-01,Honduras,Costa Rica,Honduras,Honduras,Costa Rica,0,4.0,-10.0,10.0,30.0,-1.0,-1,0.0,0.0,5.451082,2.488477000000003,11.0
2001-07-01,Liberia,Ghana,Liberia,Liberia,Ghana,0,6.0,-28.0,24.0,16.0,-1.0,-1,0.0,0.0,1.518472,8.406305,14.0
2001-07-01,Sudan,Nigeria,Sudan,Sudan,Nigeria,0,73.0,-218.0,25.0,26.0,-4.0,-1,0.0,0.0,3.780808,21.542359,14.0
2001-07-01,Tunisia,Congo,Tunisia,Tunisia,Congo,0,-63.0,153.0,6.0,10.0,6.0,1,0.0,0.0,34.114937999999995,6.29016,14.0
2001-07-01,Uruguay,Brazil,Uruguay,Uruguay,Brazil,0,38.0,-205.0,-10.0,2.0,1.0,1,0.0,0.0,18.287775,3.840555000000002,14.0
2001-07-13,Egypt,Namibia,Egypt,Egypt,Namibia,0,-59.0,141.0,6.0,2.0,6.0,1,0.0,0.0,49.778193,12.312088,14.0
2001-07-14,Senegal,Morocco,Senegal,Senegal,Morocco,0,52.0,-126.0,1.0,-2.0,1.0,1,0.0,0.0,17.294301,7.359742000000001,14.0
2001-07-14,Sierra Leone,Liberia,Sierra Leone,Sierra Leone,Liberia,0,66.0,-197.0,-1.0,24.0,-1.0,-1,0.0,0.0,2.0325,2.350390000000001,14.0
2001-07-14,South Africa,Malawi,South Africa,South Africa,Malawi,0,-100.0,279.0,-2.0,-1.0,2.0,1,0.0,0.0,17.305174,11.364019,14.0
2001-07-14,Zambia,Cameroon,Zambia,Zambia,Cameroon,0,20.0,-50.0,4.0,5.0,0.0,0,0.0,0.0,20.503619,15.49461,14.0
2001-07-15,Ghana,Sudan,Ghana,Ghana,Sudan,0,-56.0,174.0,16.0,25.0,1.0,1,0.0,0.0,4.91628,31.24083,14.0
2001-07-15,Togo,Libya,Togo,Togo,Libya,0,-48.0,133.0,32.0,4.0,2.0,1,0.0,0.0,17.715557,16.403549,14.0
2001-07-15,Zimbabwe,Burkina Faso,Zimbabwe,Zimbabwe,Burkina Faso,0,3.0,-2.0,-4.0,11.0,1.0,1,0.0,0.0,31.253771,30.71645,14.0
2001-07-21,Algeria,Egypt,Algeria,Algeria,Egypt,0,34.0,-97.0,21.0,1.0,0.0,0,0.0,0.0,1.2133329999999989,29.142872,14.0
2001-07-21,Namibia,Senegal,Namibia,Namibia,Senegal,0,28.0,-60.0,-11.0,15.0,-5.0,-1,0.0,0.0,37.455041,32.942772000000005,14.0
2001-07-27,Libya,Zambia,Libya,Libya,Zambia,0,54.0,-165.0,2.0,-2.0,-2.0,-1,0.0,0.0,39.468997,10.621001,14.0
2001-07-28,Malawi,Zimbabwe,Malawi,Malawi,Zimbabwe,0,52.0,-161.0,4.0,12.0,-1.0,-1,0.0,0.0,5.76113,5.146667999999998,14.0
2001-07-29,Angola,Togo,Angola,Angola,Togo,0,-9.0,35.0,-4.0,9.0,0.0,0,0.0,0.0,19.822235,17.049105,14.0
2001-07-29,Madagascar,Congo,Madagascar,Madagascar,Congo,0,32.0,-112.0,-6.0,-4.0,1.0,1,0.0,0.0,18.538926,31.041448,14.0
2001-07-29,Nigeria,Ghana,Nigeria,Nigeria,Ghana,0,-15.0,42.0,18.0,20.0,3.0,1,0.0,0.0,1.135472,9.698471,14.0
2001-07-29,Sudan,Sierra Leone,Sudan,Sudan,Sierra Leone,0,-10.0,37.0,-12.0,2.0,3.0,1,0.0,0.0,4.402252000000001,41.997525,14.0
2001-08-14,Chile,Bolivia,Chile,Chile,Bolivia,0,-38.0,103.0,19.0,1.0,0.0,0,0.0,0.0,19.384993,7.954315999999999,14.0
2001-08-14,Venezuela,Uruguay,Venezuela,Venezuela,Uruguay,0,86.0,-243.0,-9.0,29.0,2.0,1,0.0,0.0,38.946529,10.823895,14.0
2001-08-15,Brazil,Paraguay,Brazil,Brazil,Paraguay,0,-6.0,84.0,-1.0,-3.0,2.0,1,0.0,0.0,9.207499,6.518552,14.0
2001-08-15,Ecuador,Argentina,Ecuador,Ecuador,Argentina,0,47.0,-193.0,-11.0,-7.0,-2.0,-1,0.0,0.0,36.584858,14.566734000000004,14.0
2001-08-15,Estonia,Cyprus,Estonia,Estonia,Cyprus,0,4.0,-7.0,-6.0,-6.0,0.0,0,0.0,0.0,23.468859,8.416252,14.0
2001-08-16,Colombia,Peru,Colombia,Colombia,Peru,0,-39.0,122.0,22.0,11.0,-1.0,-1,0.0,0.0,13.760835,0.7178190000000058,14.0
2001-08-16,Qatar,Oman,Qatar,Qatar,Oman,0,-1.0,2.0,0.0,12.0,0.0,0,0.0,0.0,3.842243,4.7393709999999984,14.0
2001-08-17,Iraq,Thailand,Iraq,Iraq,Thailand,0,13.0,-37.0,-1.0,0.0,4.0,1,0.0,0.0,17.353158999999998,57.31325,14.0
2001-08-17,Saudi Arabia,Bahrain,Saudi Arabia,Saudi Arabia,Bahrain,0,-89.0,258.0,0.0,4.0,0.0,0,0.0,0.0,2.044471999999999,5.558610000000002,14.0
2001-08-17,United Arab Emirates,Uzbekistan,United Arab Emirates,United Arab Emirates,Uzbekistan,0,3.0,-9.0,-1.0,2.0,3.0,1,0.0,0.0,17.953415,10.737444000000004,14.0
2001-08-23,Bahrain,Iraq,Bahrain,Bahrain,Iraq,0,48.0,-139.0,16.0,14.0,2.0,1,0.0,0.0,7.292777000000001,6.958480999999999,14.0
2001-08-25,China PR,United Arab Emirates,China PR,China PR,United Arab Emirates,0,-1.0,0.0,2.0,11.0,3.0,1,0.0,0.0,12.437584,50.347579,14.0
2001-08-26,Uzbekistan,Qatar,Uzbekistan,Uzbekistan,Qatar,0,-21.0,49.0,-4.0,5.0,1.0,1,0.0,0.0,16.022665,13.401378,14.0
2001-08-31,Oman,China PR,Oman,Oman,China PR,0,28.0,-68.0,-6.0,2.0,-2.0,-1,0.0,0.0,14.349077,48.272142,14.0
2001-08-31,Saudi Arabia,Iraq,Bahrain,Saudi Arabia,Iraq,1,-33.0,91.0,-12.0,14.0,1.0,1,2.044471999999999,5.558610000000002,7.292777000000001,6.958480999999999,14.0
2001-08-31,United Arab Emirates,Qatar,United Arab Emirates,United Arab Emirates,Qatar,0,-24.0,55.0,11.0,5.0,-2.0,-1,0.0,0.0,1.93075,2.6639339999999976,14.0
2001-09-01,Albania,Finland,Albania,Albania,Finland,0,31.0,-78.0,-1.0,7.0,-2.0,-1,0.0,0.0,20.770778,5.579820000000002,14.0
2001-09-01,Andorra,Portugal,Spain,Andorra,Portugal,1,136.0,-458.0,1.0,2.0,-6.0,-1,2.082577999999998,5.350774,1.063794999999999,4.475234,14.0
2001-09-01,Belarus,Ukraine,Belarus,Belarus,Ukraine,0,39.0,-109.0,-6.0,4.0,-2.0,-1,0.0,0.0,5.330373999999999,3.212190999999997,14.0
2001-09-01,Bosnia and Herzegovina,Israel,Bosnia and Herzegovina,Bosnia and Herzegovina,Israel,0,37.0,-94.0,1.0,10.0,0.0,0,0.0,0.0,12.869835000000002,17.172536000000004,14.0
2001-09-01,Denmark,Northern Ireland,Denmark,Denmark,Northern Ireland,0,-89.0,252.0,-7.0,-2.0,0.0,0,0.0,0.0,1.476219999999998,15.994085,14.0
2001-09-01,Faroe Islands,Luxembourg,Faroe Islands,Faroe Islands,Luxembourg,0,-22.0,104.0,5.0,-3.0,1.0,1,0.0,0.0,12.077362,13.041389,14.0
2001-09-01,Georgia,Hungary,Georgia,Georgia,Hungary,0,18.0,-47.0,15.0,-2.0,2.0,1,0.0,0.0,4.847087000000002,23.853588,14.0
2001-09-01,Germany,England,Germany,Germany,England,0,-10.0,50.0,-1.0,-7.0,-4.0,-1,0.0,0.0,1.1898089999999968,11.625826,14.0
2001-09-01,Iceland,Czech Republic,Iceland,Iceland,Czech Republic,0,50.0,-164.0,-13.0,7.0,2.0,1,0.0,0.0,15.145558999999992,34.493797,14.0
2001-09-01,Republic of Ireland,Netherlands,Republic of Ireland,Republic of Ireland,Netherlands,0,15.0,-67.0,-2.0,10.0,1.0,1,0.0,0.0,1.280276999999998,13.535156,14.0
2001-09-01,Lithuania,Italy,Lithuania,Lithuania,Italy,0,91.0,-283.0,-5.0,-2.0,0.0,0,0.0,0.0,13.297497999999996,11.313895,14.0
2001-09-01,Malta,Bulgaria,Malta,Malta,Bulgaria,0,83.0,-271.0,-2.0,4.0,-2.0,-1,0.0,0.0,6.796386999999996,11.110414,14.0
2001-09-01,Moldova,Azerbaijan,Moldova,Moldova,Azerbaijan,0,-11.0,38.0,0.0,1.0,2.0,1,0.0,0.0,7.268526000000001,19.207042,14.0
2001-09-01,Poland,Norway,Poland,Poland,Norway,0,5.0,-10.0,0.0,-6.0,3.0,1,0.0,0.0,8.552585999999998,10.67619,14.0
2001-09-01,Scotland,Croatia,Scotland,Scotland,Croatia,0,22.0,-64.0,-4.0,-2.0,0.0,0,0.0,0.0,11.390699999999995,19.4026,14.0
2001-09-01,Slovakia,Turkey,Slovakia,Slovakia,Turkey,0,7.0,-11.0,-7.0,4.0,-1.0,-1,0.0,0.0,9.705281,15.544297999999998,14.0
2001-09-01,Slovenia,Russia,Slovenia,Slovenia,Russia,0,24.0,-57.0,-4.0,-6.0,1.0,1,0.0,0.0,15.372768999999998,90.323293,14.0
2001-09-01,Spain,Austria,Spain,Spain,Austria,0,-41.0,135.0,1.0,-11.0,4.0,1,0.0,0.0,7.052563999999997,18.299292,14.0
2001-09-01,Trinidad and Tobago,Costa Rica,Trinidad and Tobago,Trinidad and Tobago,Costa Rica,0,1.0,-2.0,-3.0,11.0,-2.0,-1,0.0,0.0,0.9428859999999996,22.530925,14.0
2001-09-01,Wales,Armenia,Wales,Wales,Armenia,0,9.0,-34.0,-1.0,0.0,0.0,0,0.0,0.0,12.061600999999996,48.821889000000006,14.0
2001-09-02,Jamaica,Mexico,Jamaica,Jamaica,Mexico,0,40.0,-126.0,-8.0,15.0,-1.0,-1,0.0,0.0,5.524920000000002,25.25527600000001,14.0
2001-09-04,Chile,Venezuela,Chile,Chile,Venezuela,0,-75.0,209.0,-10.0,23.0,-2.0,-1,0.0,0.0,42.098897,4.953238999999996,14.0
2001-09-04,Peru,Uruguay,Peru,Peru,Uruguay,0,19.0,-46.0,36.0,22.0,-2.0,-1,0.0,0.0,23.332812,19.249317,14.0
2001-09-05,Argentina,Brazil,Argentina,Argentina,Brazil,0,1.0,-25.0,19.0,13.0,1.0,1,0.0,0.0,24.181093,11.691392,14.0
2001-09-05,Austria,Bosnia and Herzegovina,Austria,Austria,Bosnia and Herzegovina,0,-29.0,79.0,-11.0,1.0,2.0,1,0.0,0.0,3.600344999999997,3.1290039999999983,14.0
2001-09-05,Belarus,Poland,Belarus,Belarus,Poland,0,61.0,-164.0,-6.0,0.0,3.0,1,0.0,0.0,1.7903689999999983,8.808253,4.0
2001-09-05,Belgium,Scotland,Belgium,Belgium,Scotland,0,-9.0,20.0,-9.0,-4.0,2.0,1,0.0,0.0,5.986812999999998,8.672536000000001,14.0
2001-09-05,Bulgaria,Denmark,Bulgaria,Bulgaria,Denmark,0,32.0,-82.0,4.0,-7.0,-2.0,-1,0.0,0.0,13.530037,15.984045,14.0
2001-09-05,Colombia,Ecuador,Colombia,Colombia,Ecuador,0,-41.0,140.0,41.0,12.0,0.0,0,0.0,0.0,6.402107,3.8860730000000094,14.0
2001-09-05,Cyprus,Portugal,Cyprus,Cyprus,Portugal,0,65.0,-207.0,7.0,2.0,-2.0,-1,0.0,0.0,4.273459000000003,41.654313,14.0
2001-09-05,Czech Republic,Malta,Czech Republic,Czech Republic,Malta,0,-126.0,406.0,7.0,-2.0,1.0,1,0.0,0.0,13.879995999999998,1.0975460000000012,14.0
2001-09-05,England,Albania,England,England,Albania,0,-71.0,201.0,-7.0,-1.0,2.0,1,0.0,0.0,11.202168,21.342631,14.0
2001-09-05,Faroe Islands,Russia,Faroe Islands,Faroe Islands,Russia,0,102.0,-288.0,5.0,-6.0,-3.0,-1,0.0,0.0,0.3686250000000015,112.230562,4.0
2001-09-05,Finland,Greece,Finland,Finland,Greece,0,-1.0,0.0,7.0,0.0,4.0,1,0.0,0.0,22.849902,3.923839000000001,14.0
2001-09-05,Georgia,Lithuania,Georgia,Georgia,Lithuania,0,-23.0,60.0,15.0,-5.0,2.0,1,0.0,0.0,12.854031,19.475617000000003,4.0
2001-09-05,Honduras,Jamaica,Honduras,Honduras,Jamaica,0,-29.0,67.0,65.0,-8.0,1.0,1,0.0,0.0,2.9095819999999986,8.94439700000001,14.0
2001-09-05,Hungary,Romania,Hungary,Hungary,Romania,0,40.0,-130.0,-2.0,-2.0,-2.0,-1,0.0,0.0,1.219332999999999,5.463456000000001,14.0
2001-09-05,Liechtenstein,Spain,Liechtenstein,Liechtenstein,Spain,0,143.0,-472.0,-2.0,1.0,-2.0,-1,0.0,0.0,6.702332999999996,13.304593,14.0
2001-09-05,Luxembourg,Switzerland,Luxembourg,Luxembourg,Switzerland,0,84.0,-289.0,-3.0,10.0,-3.0,-1,0.0,0.0,2.9970849999999984,2.0979290000000006,14.0
2001-09-05,Mexico,Trinidad and Tobago,Mexico,Mexico,Trinidad and Tobago,0,-20.0,83.0,15.0,-3.0,3.0,1,0.0,0.0,12.942698,41.330281,14.0
2001-09-05,Netherlands,Estonia,Netherlands,Netherlands,Estonia,0,-70.0,213.0,10.0,-1.0,5.0,1,0.0,0.0,6.462639000000003,19.722341,14.0
2001-09-05,Northern Ireland,Iceland,Northern Ireland,Northern Ireland,Iceland,0,50.0,-141.0,-2.0,-13.0,3.0,1,0.0,0.0,10.175350999999992,12.528535000000002,14.0
2001-09-05,Norway,Wales,Norway,Norway,Wales,0,-84.0,233.0,-6.0,-1.0,1.0,1,0.0,0.0,8.341324,12.252646,14.0
2001-09-05,Paraguay,Bolivia,Paraguay,Paraguay,Bolivia,0,-68.0,202.0,-8.0,-15.0,4.0,1,0.0,0.0,7.152348999999997,5.144821,14.0
2001-09-05,San Marino,Croatia,San Marino,San Marino,Croatia,0,142.0,-453.0,0.0,-2.0,-4.0,-1,0.0,0.0,1.157640000000001,2.742222999999999,14.0
2001-09-05,Slovakia,Moldova,Slovakia,Slovakia,Moldova,0,-63.0,179.0,-7.0,0.0,2.0,1,0.0,0.0,1.2573950000000025,8.670860999999999,4.0
2001-09-05,Turkey,Sweden,Turkey,Turkey,Sweden,0,14.0,-49.0,4.0,2.0,-1.0,-1,0.0,0.0,21.164416,16.599821,14.0
2001-09-05,Ukraine,Armenia,Ukraine,Ukraine,Armenia,0,-48.0,134.0,4.0,0.0,3.0,1,0.0,0.0,8.310333999999997,13.872609000000004,14.0
2001-09-06,Bahrain,Thailand,Bahrain,Bahrain,Thailand,0,55.0,-164.0,16.0,2.0,0.0,0,0.0,0.0,10.060382,50.354769000000005,14.0
2001-09-07,Qatar,China PR,Qatar,Qatar,China PR,0,25.0,-55.0,5.0,2.0,0.0,0,0.0,0.0,10.506834,53.011513,14.0
2001-09-08,Uzbekistan,Oman,Uzbekistan,Uzbekistan,Oman,0,-24.0,62.0,-4.0,-6.0,5.0,1,0.0,0.0,19.864908,8.662007000000003,13.0
2001-09-14,Oman,United Arab Emirates,Oman,Oman,United Arab Emirates,0,27.0,-68.0,-6.0,11.0,0.0,0,0.0,0.0,1.911493,2.075437000000001,14.0
2001-09-15,China PR,Uzbekistan,China PR,China PR,Uzbekistan,0,-4.0,6.0,2.0,-4.0,2.0,1,0.0,0.0,5.515830999999999,39.610135,14.0
2001-09-15,Thailand,Saudi Arabia,Thailand,Thailand,Saudi Arabia,0,26.0,-66.0,2.0,-12.0,-2.0,-1,0.0,0.0,8.01591,55.913379000000006,14.0
2001-09-21,Bahrain,Saudi Arabia,Bahrain,Bahrain,Saudi Arabia,0,77.0,-225.0,11.0,6.0,-4.0,-1,0.0,0.0,2.044471999999999,5.558610000000002,14.0
2001-09-21,Oman,Qatar,Oman,Oman,Qatar,0,8.0,-28.0,-5.0,10.0,-3.0,-1,0.0,0.0,3.842243,4.7393709999999984,7.0
2001-09-22,Thailand,Iraq,Thailand,Thailand,Iraq,0,-9.0,34.0,0.0,-9.0,0.0,0,0.0,0.0,17.353158999999998,57.31325,7.0
2001-09-22,Uzbekistan,United Arab Emirates,Uzbekistan,Uzbekistan,United Arab Emirates,0,-1.0,5.0,14.0,3.0,-1.0,-1,0.0,0.0,17.953415,10.737444000000004,14.0
2001-09-27,United Arab Emirates,China PR,United Arab Emirates,United Arab Emirates,China PR,0,6.0,-16.0,3.0,19.0,-1.0,-1,0.0,0.0,12.437584,50.347579,14.0
2001-09-28,Iraq,Bahrain,Iraq,Iraq,Bahrain,0,-40.0,119.0,-9.0,11.0,1.0,1,0.0,0.0,7.292777000000001,6.958480999999999,14.0
2001-09-28,Qatar,Uzbekistan,Qatar,Qatar,Uzbekistan,0,18.0,-53.0,10.0,14.0,0.0,0,0.0,0.0,16.022665,13.401378,14.0
2001-10-04,Qatar,United Arab Emirates,Qatar,Qatar,United Arab Emirates,0,17.0,-48.0,10.0,3.0,-1.0,-1,0.0,0.0,1.93075,2.6639339999999976,6.0
2001-10-05,Iraq,Saudi Arabia,Jordan,Iraq,Saudi Arabia,1,37.0,-106.0,-9.0,6.0,-1.0,-1,2.638027000000001,7.440877,6.699221999999999,8.840747999999998,7.0
2001-10-06,Armenia,Norway,Armenia,Armenia,Norway,0,73.0,-202.0,-1.0,2.0,-3.0,-1,0.0,0.0,20.402925,36.569243,14.0
2001-10-06,Bolivia,Ecuador,Bolivia,Bolivia,Ecuador,0,32.0,-90.0,0.0,8.0,-4.0,-1,0.0,0.0,14.458915,14.594753000000004,14.0
2001-10-06,Croatia,Belgium,Croatia,Croatia,Belgium,0,-10.0,31.0,8.0,21.0,1.0,1,0.0,0.0,5.403886999999997,10.730064,14.0
2001-10-06,Czech Republic,Bulgaria,Czech Republic,Czech Republic,Bulgaria,0,-34.0,118.0,-12.0,5.0,6.0,1,0.0,0.0,7.083609000000003,10.012868,14.0
2001-10-06,Denmark,Iceland,Denmark,Denmark,Iceland,0,-35.0,88.0,1.0,24.0,6.0,1,0.0,0.0,8.699130999999994,28.522620000000003,14.0
2001-10-06,England,Greece,England,England,Greece,0,-52.0,164.0,37.0,-4.0,0.0,0,0.0,0.0,13.281292,22.998612,14.0
2001-10-06,Germany,Finland,Germany,Germany,Finland,0,-40.0,132.0,-17.0,24.0,0.0,0,0.0,0.0,10.758418999999996,15.296625,14.0
2001-10-06,Republic of Ireland,Cyprus,Republic of Ireland,Republic of Ireland,Cyprus,0,-57.0,154.0,15.0,-8.0,4.0,1,0.0,0.0,18.286497,41.673749,14.0
2001-10-06,Italy,Hungary,Italy,Italy,Hungary,0,-60.0,197.0,4.0,-17.0,1.0,1,0.0,0.0,5.290554,6.935924,14.0
2001-10-06,Malta,Northern Ireland,Malta,Malta,Northern Ireland,0,35.0,-127.0,9.0,35.0,-1.0,-1,0.0,0.0,18.850204,20.867716,14.0
2001-10-06,Moldova,Turkey,Moldova,Moldova,Turkey,0,66.0,-176.0,18.0,4.0,-3.0,-1,0.0,0.0,8.447885999999997,6.873436999999999,14.0
2001-10-06,Netherlands,Andorra,Netherlands,Netherlands,Andorra,0,-136.0,454.0,12.0,7.0,4.0,1,0.0,0.0,9.586388,3.689712,14.0
2001-10-06,Poland,Ukraine,Poland,Poland,Ukraine,0,-6.0,17.0,-4.0,34.0,0.0,0,0.0,0.0,3.5400050000000007,12.020443999999998,14.0
2001-10-06,Portugal,Estonia,Portugal,Portugal,Estonia,0,-76.0,241.0,18.0,-1.0,5.0,1,0.0,0.0,19.1954,33.238061,14.0
2001-10-06,Romania,Georgia,Romania,Romania,Georgia,0,-44.0,147.0,8.0,38.0,0.0,0,0.0,0.0,3.627754000000003,18.390132,14.0
2001-10-06,Russia,Switzerland,Russia,Russia,Switzerland,0,-32.0,85.0,-4.0,14.0,4.0,1,0.0,0.0,14.705821999999998,97.091244,14.0
2001-10-06,Scotland,Latvia,Scotland,Scotland,Latvia,0,-45.0,137.0,-16.0,-1.0,1.0,1,0.0,0.0,0.3889350000000036,28.805789,14.0
2001-10-06,Slovenia,Faroe Islands,Slovenia,Slovenia,Faroe Islands,0,-87.0,249.0,27.0,9.0,3.0,1,0.0,0.0,15.741394,21.907269,14.0
2001-10-06,Venezuela,Peru,Venezuela,Venezuela,Peru,0,60.0,-159.0,35.0,-2.0,3.0,1,0.0,0.0,15.613717,8.425421999999998,14.0
2001-10-06,Wales,Belarus,Wales,Wales,Belarus,0,23.0,-59.0,13.0,13.0,1.0,1,0.0,0.0,1.5791070000000005,31.737089,14.0
2001-10-07,Bosnia and Herzegovina,Liechtenstein,Bosnia and Herzegovina,Bosnia and Herzegovina,Liechtenstein,0,-74.0,259.0,3.0,2.0,5.0,1,0.0,0.0,3.2501139999999964,8.123702999999999,14.0
2001-10-07,Brazil,Chile,Brazil,Brazil,Chile,0,-35.0,187.0,-9.0,3.0,2.0,1,0.0,0.0,21.440143000000003,19.617689,14.0
2001-10-07,China PR,Oman,China PR,China PR,Oman,0,-31.0,92.0,19.0,-5.0,1.0,1,0.0,0.0,14.349077,48.272142,14.0
