date,home_team,away_team,country,country_full_home,country_full_away,neutral,rank_diff,point_diff,point_increase_home,point_increase_away,score_diff,home_won,lati_cn_home,long_cn_home,lati_cn_away,long_cn_away,rest_days
2012-09-07,Guatemala,Antigua and Barbuda,Guatemala,Guatemala,Antigua and Barbuda,0,-10.0,44.0,-15.0,3.0,2.0,1,0.0,0.0,1.2773449999999986,28.434331000000007,14.0
2012-09-07,Iceland,Norway,Iceland,Iceland,Norway,0,84.0,-399.0,33.0,-98.0,2.0,1,0.0,0.0,4.491026999999995,27.489781,14.0
2012-09-07,Kazakhstan,Republic of Ireland,Kazakhstan,Kazakhstan,Republic of Ireland,0,116.0,-572.0,1.0,-11.0,-1.0,-1,0.0,0.0,5.393336999999995,75.167574,14.0
2012-09-07,Latvia,Greece,Latvia,Latvia,Greece,0,83.0,-626.0,-88.0,-2.0,-1.0,-1,0.0,0.0,17.805427,2.7788770000000014,14.0
2012-09-07,Liechtenstein,Bosnia and Herzegovina,Liechtenstein,Liechtenstein,Bosnia and Herzegovina,0,119.0,-549.0,-9.0,-12.0,-7.0,-1,0.0,0.0,3.2501139999999964,8.123702999999999,14.0
2012-09-07,Lithuania,Slovakia,Lithuania,Lithuania,Slovakia,0,71.0,-326.0,-117.0,-10.0,0.0,0,0.0,0.0,6.500411999999997,4.182250999999997,14.0
2012-09-07,Luxembourg,Portugal,Luxembourg,Luxembourg,Portugal,0,102.0,-906.0,23.0,19.0,-1.0,-1,0.0,0.0,10.415400999999996,14.354037,14.0
2012-09-07,Malta,Armenia,Malta,Malta,Armenia,0,86.0,-369.0,10.0,16.0,-1.0,-1,0.0,0.0,4.131602999999998,30.662773,14.0
2012-09-07,Moldova,England,Moldova,Moldova,England,0,138.0,-1070.0,-9.0,-20.0,-5.0,-1,0.0,0.0,4.943868999999999,29.544185,14.0
2012-09-07,Montenegro,Poland,Montenegro,Montenegro,Poland,0,-8.0,59.0,25.0,-13.0,0.0,0,0.0,0.0,9.21076,0.2292539999999974,14.0
2012-09-07,Netherlands,Turkey,Netherlands,Netherlands,Turkey,0,-27.0,366.0,-9.0,-57.0,2.0,1,0.0,0.0,13.168887999999995,29.952056,14.0
2012-09-07,New Caledonia,New Zealand,New Caledonia,New Caledonia,New Zealand,0,33.0,-105.0,61.0,0.0,-2.0,-1,0.0,0.0,19.996252,9.26792900000001,14.0
2012-09-07,Peru,Venezuela,Peru,Peru,Venezuela,0,-1.0,3.0,-20.0,14.0,1.0,1,0.0,0.0,15.613717,8.425421999999998,14.0
2012-09-07,Russia,Northern Ireland,Russia,Russia,Northern Ireland,0,-116.0,733.0,-26.0,-79.0,2.0,1,0.0,0.0,6.736309999999996,111.811056,14.0
2012-09-07,Slovenia,Switzerland,Slovenia,Slovenia,Switzerland,0,4.0,-63.0,78.0,19.0,-2.0,-1,0.0,0.0,0.6669470000000004,6.767951,14.0
2012-09-07,Solomon Islands,Tahiti,Solomon Islands,Solomon Islands,Tahiti,0,34.0,-132.0,22.0,68.0,2.0,1,0.0,0.0,8.00519,309.582194,14.0
2012-09-07,Wales,Belgium,Wales,Wales,Belgium,0,5.0,-10.0,-42.0,62.0,-2.0,-1,0.0,0.0,1.6268129999999985,8.253636,14.0
2012-09-08,Denmark,Czech Republic,Denmark,Denmark,Czech Republic,0,-9.0,137.0,-11.0,15.0,0.0,0,0.0,0.0,6.446427999999997,5.971177000000001,14.0
2012-09-08,Scotland,Serbia,Scotland,Scotland,Serbia,0,5.0,-14.0,-1.0,-51.0,0.0,0,0.0,0.0,12.474179,25.208459,14.0
2012-09-11,Antigua and Barbuda,Guatemala,Antigua and Barbuda,Antigua and Barbuda,Guatemala,0,10.0,-44.0,3.0,-15.0,-1.0,-1,0.0,0.0,1.2773449999999986,28.434331000000007,14.0
2012-09-11,Austria,Germany,Austria,Austria,Germany,0,47.0,-839.0,81.0,-37.0,-1.0,-1,0.0,0.0,3.649460000000005,4.098546000000001,14.0
2012-09-11,Belgium,Croatia,Belgium,Belgium,Croatia,0,31.0,-394.0,62.0,-30.0,0.0,0,0.0,0.0,5.403886999999997,10.730064,14.0
2012-09-11,Bosnia and Herzegovina,Latvia,Bosnia and Herzegovina,Bosnia and Herzegovina,Latvia,0,-64.0,342.0,-12.0,-88.0,3.0,1,0.0,0.0,12.963749,6.924113000000002,14.0
2012-09-11,Bulgaria,Armenia,Bulgaria,Bulgaria,Armenia,0,36.0,-187.0,15.0,16.0,1.0,1,0.0,0.0,2.6647839999999974,19.552359000000003,4.0
2012-09-11,Chile,Colombia,Chile,Chile,Colombia,0,-8.0,141.0,31.0,8.0,-2.0,-1,0.0,0.0,40.246015,2.754363999999996,14.0
2012-09-11,Cyprus,Iceland,Cyprus,Cyprus,Iceland,0,17.0,-51.0,-34.0,33.0,1.0,1,0.0,0.0,29.836637999999997,52.450694,14.0
2012-09-11,England,Ukraine,England,England,Ukraine,0,-36.0,646.0,-20.0,7.0,0.0,0,0.0,0.0,3.976067000000001,32.33988,14.0
2012-09-11,France,Belarus,France,France,Belarus,0,-61.0,522.0,-15.0,-4.0,2.0,1,0.0,0.0,7.482168999999999,25.73964,14.0
2012-09-11,Georgia,Spain,Georgia,Georgia,Spain,0,85.0,-1212.0,48.0,12.0,-1.0,-1,0.0,0.0,1.8517399999999995,47.106112,4.0
2012-09-11,Greece,Lithuania,Greece,Greece,Lithuania,0,-105.0,711.0,-2.0,-117.0,2.0,1,0.0,0.0,16.09523,2.056963,14.0
2012-09-11,Guyana,El Salvador,Guyana,Guyana,El Salvador,0,55.0,-205.0,-31.0,-9.0,-1.0,-1,0.0,0.0,8.933769000000002,29.96635,14.0
2012-09-11,Honduras,Cuba,Honduras,Honduras,Cuba,0,-75.0,285.0,-26.0,4.0,1.0,1,0.0,0.0,6.321758000000001,8.460738000000006,14.0
2012-09-11,Hungary,Netherlands,Hungary,Hungary,Netherlands,0,29.0,-381.0,-83.0,-9.0,-3.0,-1,0.0,0.0,4.970138999999996,14.212038,14.0
2012-09-11,Israel,Russia,Israel,Israel,Russia,0,62.0,-544.0,19.0,-26.0,-4.0,-1,0.0,0.0,30.477959,70.46714399999999,14.0
2012-09-11,Italy,Malta,Italy,Italy,Malta,0,-133.0,968.0,-18.0,10.0,2.0,1,0.0,0.0,5.934443999999999,1.8080359999999995,14.0
2012-09-11,Japan,Iraq,Japan,Japan,Iraq,0,-55.0,356.0,-36.0,17.0,1.0,1,0.0,0.0,2.981633000000002,94.573633,14.0
2012-09-11,Jordan,Australia,Jordan,Jordan,Australia,0,62.0,-376.0,-23.0,-29.0,1.0,1,0.0,0.0,55.859562,97.536722,14.0
2012-09-11,Mexico,Costa Rica,Mexico,Mexico,Costa Rica,0,-45.0,358.0,-17.0,-14.0,1.0,1,0.0,0.0,13.885584,18.799356000000003,14.0
2012-09-11,New Zealand,Solomon Islands,New Zealand,New Zealand,Solomon Islands,0,-58.0,216.0,0.0,22.0,5.0,1,0.0,0.0,31.254847,14.729777000000013,14.0
2012-09-11,Northern Ireland,Luxembourg,Northern Ireland,Northern Ireland,Luxembourg,0,23.0,-69.0,-79.0,23.0,0.0,0,0.0,0.0,4.972427000000003,12.621883,14.0
2012-09-11,Norway,Slovenia,Norway,Norway,Slovenia,0,10.0,-102.0,-98.0,78.0,1.0,1,0.0,0.0,14.320783,6.526517,14.0
2012-09-11,Panama,Canada,Panama,Panama,Canada,0,-23.0,137.0,31.0,15.0,2.0,1,0.0,0.0,47.592385,25.564644,14.0
2012-09-11,Paraguay,Venezuela,Paraguay,Paraguay,Venezuela,0,-23.0,144.0,-19.0,14.0,-2.0,-1,0.0,0.0,29.866253,8.145898000000003,14.0
2012-09-11,Peru,Argentina,Peru,Peru,Argentina,0,44.0,-534.0,-20.0,23.0,0.0,0,0.0,0.0,29.22613,11.39848,4.0
2012-09-11,Poland,Moldova,Poland,Poland,Moldova,0,-85.0,343.0,-13.0,-9.0,2.0,1,0.0,0.0,4.507807,9.224749,14.0
2012-09-11,Portugal,Azerbaijan,Portugal,Portugal,Azerbaijan,0,-103.0,908.0,19.0,16.0,3.0,1,0.0,0.0,0.7432329999999965,55.801381,14.0
2012-09-11,Romania,Andorra,Romania,Romania,Andorra,0,-142.0,527.0,-38.0,0.0,4.0,1,0.0,0.0,3.3969160000000045,23.365206,14.0
2012-09-11,San Marino,Montenegro,San Marino,San Marino,Montenegro,0,151.0,-602.0,-1.0,25.0,-6.0,-1,0.0,0.0,1.2336820000000015,6.916612999999998,14.0
2012-09-11,Scotland,North Macedonia,Scotland,Scotland,North Macedonia,0,-17.0,104.0,-1.0,11.0,0.0,0,0.0,0.0,14.882099999999994,25.9479,3.0
2012-09-11,Serbia,Wales,Serbia,Serbia,Wales,0,-3.0,8.0,-51.0,-42.0,5.0,1,0.0,0.0,8.114179,24.789559,14.0
2012-09-11,Slovakia,Liechtenstein,Slovakia,Slovakia,Liechtenstein,0,-104.0,448.0,-10.0,-9.0,2.0,1,0.0,0.0,1.5030260000000055,10.143651000000002,14.0
2012-09-11,Sweden,Kazakhstan,Sweden,Sweden,Kazakhstan,0,-124.0,679.0,-34.0,1.0,2.0,1,0.0,0.0,12.108587999999996,48.280183,14.0
2012-09-11,Switzerland,Albania,Switzerland,Switzerland,Albania,0,-64.0,437.0,19.0,-38.0,2.0,1,0.0,0.0,5.664856,11.940818999999998,14.0
2012-09-11,Tahiti,New Caledonia,French Polynesia,Tahiti,New Caledonia,1,-9.0,21.0,68.0,61.0,-4.0,-1,0.0288420000000009,0.0191569999999785,3.224563,315.02488500000004,14.0
2012-09-11,Turkey,Estonia,Turkey,Turkey,Estonia,0,-20.0,106.0,-57.0,-15.0,3.0,1,0.0,0.0,19.631527,10.229715,14.0
2012-09-11,Uruguay,Ecuador,Uruguay,Uruguay,Ecuador,0,-12.0,327.0,-19.0,54.0,0.0,0,0.0,0.0,30.69154,22.417571,14.0
2012-10-12,Albania,Iceland,Albania,Albania,Iceland,0,-13.0,52.0,4.0,79.0,-1.0,-1,0.0,0.0,23.809718999999998,39.189166,14.0
2012-10-12,Argentina,Uruguay,Argentina,Argentina,Uruguay,0,-3.0,68.0,87.0,-77.0,3.0,1,0.0,0.0,5.893318000000001,7.8508369999999985,14.0
2012-10-12,Armenia,Italy,Armenia,Armenia,Italy,0,56.0,-603.0,-72.0,-68.0,-2.0,-1,0.0,0.0,1.8028410000000008,32.470809,14.0
2012-10-12,Belarus,Spain,Belarus,Belarus,Spain,0,86.0,-1201.0,-33.0,-6.0,-4.0,-1,0.0,0.0,13.246139999999995,31.702609,14.0
2012-10-12,Bolivia,Peru,Bolivia,Bolivia,Peru,0,35.0,-216.0,-36.0,94.0,0.0,0,0.0,0.0,7.100187000000002,11.426499,14.0
2012-10-12,Bulgaria,Denmark,Bulgaria,Bulgaria,Denmark,0,37.0,-379.0,177.0,-62.0,0.0,0,0.0,0.0,13.530037,15.984045,14.0
2012-10-12,Canada,Cuba,Canada,Canada,Cuba,0,-85.0,337.0,62.0,4.0,3.0,1,0.0,0.0,34.608609,28.565604000000008,14.0
2012-10-12,Colombia,Paraguay,Colombia,Colombia,Paraguay,0,-29.0,437.0,259.0,-63.0,2.0,1,0.0,0.0,28.013371,15.853500999999994,14.0
2012-10-12,Czech Republic,Malta,Czech Republic,Czech Republic,Malta,0,-131.0,681.0,-32.0,-50.0,2.0,1,0.0,0.0,13.879995999999998,1.0975460000000012,14.0
2012-10-12,Ecuador,Chile,Ecuador,Ecuador,Chile,0,3.0,-46.0,12.0,-36.0,2.0,1,0.0,0.0,33.843908,6.640437000000006,14.0
2012-10-12,El Salvador,Costa Rica,El Salvador,El Salvador,Costa Rica,0,6.0,-24.0,-40.0,-22.0,-1.0,-1,0.0,0.0,4.045268,5.143101999999999,14.0
2012-10-12,England,San Marino,England,England,San Marino,0,-194.0,1192.0,-78.0,-1.0,5.0,1,0.0,0.0,8.413139999999999,13.632077,14.0
2012-10-12,Estonia,Hungary,Estonia,Estonia,Hungary,0,20.0,-108.0,-87.0,-70.0,-1.0,-1,0.0,0.0,11.432778,5.510303,14.0
2012-10-12,Faroe Islands,Sweden,Faroe Islands,Faroe Islands,Sweden,0,137.0,-724.0,-12.0,-16.0,-1.0,-1,0.0,0.0,1.764474,25.555307,14.0
2012-10-12,Finland,Georgia,Finland,Finland,Georgia,0,23.0,-94.0,42.0,96.0,0.0,0,0.0,0.0,19.608703,17.608741000000002,14.0
2012-10-12,Greece,Bosnia and Herzegovina,Greece,Greece,Bosnia and Herzegovina,0,-19.0,289.0,28.0,23.0,0.0,0,0.0,0.0,4.841678000000002,4.145236000000001,14.0
2012-10-12,Guatemala,Jamaica,Guatemala,Guatemala,Jamaica,0,29.0,-152.0,47.0,68.0,1.0,1,0.0,0.0,2.326109999999998,12.933251000000013,14.0
2012-10-12,Guyana,Mexico,United States,Guyana,Mexico,1,103.0,-649.0,0.0,80.0,-5.0,-1,32.229824,36.782711,13.455739,6.839893000000004,14.0
2012-10-12,Republic of Ireland,Germany,Republic of Ireland,Republic of Ireland,Germany,0,26.0,-702.0,-11.0,22.0,-5.0,-1,0.0,0.0,2.247218999999994,18.695416,14.0
2012-10-12,Kazakhstan,Austria,Kazakhstan,Kazakhstan,Austria,0,88.0,-350.0,-18.0,-70.0,0.0,0,0.0,0.0,0.5033420000000035,52.373612,14.0
2012-10-12,Liechtenstein,Lithuania,Liechtenstein,Liechtenstein,Lithuania,0,45.0,-161.0,-18.0,21.0,-2.0,-1,0.0,0.0,8.003438000000003,14.325902,14.0
2012-10-12,Luxembourg,Israel,Luxembourg,Luxembourg,Israel,0,60.0,-232.0,-135.0,-23.0,-6.0,-1,0.0,0.0,18.769222,28.722029000000003,14.0
2012-10-12,North Macedonia,Croatia,North Macedonia,North Macedonia,Croatia,0,53.0,-517.0,11.0,3.0,-1.0,-1,0.0,0.0,3.4913999999999987,6.545300000000001,14.0
2012-10-12,Moldova,Ukraine,Moldova,Moldova,Ukraine,0,103.0,-443.0,-17.0,2.0,0.0,0,0.0,0.0,0.9678019999999988,2.7956949999999985,14.0
2012-10-12,Netherlands,Andorra,Netherlands,Netherlands,Andorra,0,-195.0,1128.0,97.0,-2.0,3.0,1,0.0,0.0,9.586388,3.689712,14.0
2012-10-12,Panama,Honduras,Panama,Panama,Honduras,0,-23.0,125.0,34.0,40.0,0.0,0,0.0,0.0,6.662018,5.459778,14.0
2012-10-12,Russia,Portugal,Russia,Russia,Portugal,0,9.0,-245.0,24.0,27.0,1.0,1,0.0,0.0,22.124137999999995,113.54321,14.0
2012-10-12,Serbia,Belgium,Serbia,Serbia,Belgium,0,3.0,-17.0,82.0,97.0,-3.0,-1,0.0,0.0,6.4873660000000015,16.535923,14.0
2012-10-12,Slovakia,Latvia,Slovakia,Slovakia,Latvia,0,-70.0,324.0,-8.0,-91.0,1.0,1,0.0,0.0,8.210608999999998,4.904164999999999,14.0
2012-10-12,Slovenia,Cyprus,Slovenia,Slovenia,Cyprus,0,-72.0,373.0,-90.0,89.0,1.0,1,0.0,0.0,11.024828,18.434396,14.0
2012-10-12,Solomon Islands,New Caledonia,Solomon Islands,Solomon Islands,New Caledonia,0,28.0,-101.0,52.0,42.0,-4.0,-1,0.0,0.0,11.258595,5.461848000000003,14.0
2012-10-12,Switzerland,Norway,Switzerland,Switzerland,Norway,0,-11.0,219.0,136.0,82.0,0.0,0,0.0,0.0,13.653835999999998,0.2414339999999999,14.0
2012-10-12,Tahiti,New Zealand,French Polynesia,Tahiti,New Zealand,1,35.0,-125.0,-17.0,24.0,-2.0,-1,0.0288420000000009,0.0191569999999785,23.220815,324.292814,14.0
2012-10-12,Turkey,Romania,Turkey,Turkey,Romania,0,-10.0,70.0,11.0,77.0,-1.0,-1,0.0,0.0,6.9794160000000005,10.276561999999998,14.0
2012-10-12,Wales,Scotland,Wales,Wales,Scotland,0,1.0,-5.0,-65.0,-54.0,1.0,1,0.0,0.0,4.359999999999999,0.4189000000000002,14.0
2012-10-16,Albania,Slovenia,Albania,Albania,Slovenia,0,49.0,-280.0,4.0,-90.0,1.0,1,0.0,0.0,4.997909,5.172867999999998,4.0
2012-10-16,Andorra,Estonia,Andorra,Andorra,Estonia,0,132.0,-472.0,-2.0,-87.0,-1.0,-1,0.0,0.0,16.049027000000002,23.412053,14.0
2012-10-16,Austria,Kazakhstan,Austria,Austria,Kazakhstan,0,-88.0,350.0,-70.0,-18.0,4.0,1,0.0,0.0,0.5033420000000035,52.373612,14.0
2012-10-16,Belarus,Georgia,Belarus,Belarus,Georgia,0,22.0,-91.0,-33.0,96.0,2.0,1,0.0,0.0,11.394399999999996,15.403503,4.0
2012-10-16,Belgium,Scotland,Belgium,Belgium,Scotland,0,-26.0,167.0,97.0,-54.0,2.0,1,0.0,0.0,5.986812999999998,8.672536000000001,14.0
2012-10-16,Bolivia,Uruguay,Bolivia,Bolivia,Uruguay,0,65.0,-675.0,-36.0,-77.0,3.0,1,0.0,0.0,16.232625,7.822817999999998,4.0
2012-10-16,Bosnia and Herzegovina,Lithuania,Bosnia and Herzegovina,Bosnia and Herzegovina,Lithuania,0,-81.0,429.0,23.0,21.0,3.0,1,0.0,0.0,11.253552,6.202199,14.0
2012-10-16,Chile,Argentina,Chile,Chile,Argentina,0,13.0,-260.0,-36.0,87.0,-1.0,-1,0.0,0.0,2.740949999999998,7.926296999999998,14.0
2012-10-16,Costa Rica,Guyana,Costa Rica,Costa Rica,Guyana,0,-50.0,189.0,-22.0,0.0,7.0,1,0.0,0.0,4.888501000000001,24.823248,14.0
2012-10-16,Croatia,Wales,Croatia,Croatia,Wales,0,-46.0,472.0,3.0,-65.0,2.0,1,0.0,0.0,7.030699999999996,18.9837,14.0
2012-10-16,Cuba,Panama,Cuba,Cuba,Panama,0,103.0,-446.0,4.0,34.0,0.0,0,0.0,0.0,12.983776,3.0009600000000063,14.0
2012-10-16,Cyprus,Norway,Cyprus,Cyprus,Norway,0,81.0,-443.0,89.0,82.0,-2.0,-1,0.0,0.0,25.345611,24.960913,14.0
2012-10-16,Czech Republic,Bulgaria,Czech Republic,Czech Republic,Bulgaria,0,-33.0,272.0,-32.0,177.0,0.0,0,0.0,0.0,7.083609000000003,10.012868,4.0
2012-10-16,Faroe Islands,Republic of Ireland,Faroe Islands,Faroe Islands,Republic of Ireland,0,130.0,-622.0,-12.0,-11.0,-3.0,-1,0.0,0.0,8.479725000000002,1.332084,4.0
2012-10-16,Germany,Sweden,Germany,Germany,Sweden,0,-19.0,600.0,22.0,-16.0,0.0,0,0.0,0.0,8.962469999999996,8.191975000000001,14.0
2012-10-16,Honduras,Canada,Honduras,Honduras,Canada,0,5.0,-16.0,40.0,62.0,7.0,1,0.0,0.0,40.930367,20.104866,14.0
2012-10-16,Hungary,Turkey,Hungary,Hungary,Turkey,0,13.0,-96.0,-70.0,11.0,2.0,1,0.0,0.0,8.198749,15.740018,14.0
2012-10-16,Iceland,Switzerland,Iceland,Iceland,Switzerland,0,82.0,-621.0,79.0,136.0,-2.0,-1,0.0,0.0,18.144862999999997,27.248347000000003,14.0
2012-10-16,Iraq,Australia,Qatar,Iraq,Australia,1,46.0,-263.0,2.0,-76.0,-1.0,-1,7.868365000000001,7.504593,50.629224,82.591252,14.0
2012-10-16,Israel,Luxembourg,Israel,Israel,Luxembourg,0,-60.0,232.0,-23.0,-135.0,3.0,1,0.0,0.0,18.769222,28.722029000000003,14.0
2012-10-16,Italy,Denmark,Italy,Italy,Denmark,0,-10.0,162.0,-68.0,-62.0,2.0,1,0.0,0.0,14.391979999999997,3.065595,14.0
2012-10-16,Jamaica,Antigua and Barbuda,Jamaica,Jamaica,Antigua and Barbuda,0,-54.0,259.0,68.0,-16.0,3.0,1,0.0,0.0,1.0487649999999995,15.501079999999996,14.0
2012-10-16,Latvia,Liechtenstein,Latvia,Latvia,Liechtenstein,0,-37.0,134.0,-91.0,-18.0,2.0,1,0.0,0.0,9.713635000000004,15.047816,14.0
2012-10-16,North Macedonia,Serbia,North Macedonia,North Macedonia,Serbia,0,31.0,-200.0,11.0,82.0,1.0,1,0.0,0.0,2.407920999999994,0.7394409999999993,4.0
2012-10-16,Mexico,El Salvador,Mexico,Mexico,El Salvador,0,-59.0,484.0,80.0,-40.0,2.0,1,0.0,0.0,9.840316,13.656254000000004,14.0
2012-10-16,New Caledonia,Solomon Islands,New Caledonia,New Caledonia,Solomon Islands,0,-28.0,101.0,42.0,52.0,5.0,1,0.0,0.0,11.258595,5.461848000000003,14.0
2012-10-16,New Zealand,Tahiti,New Zealand,New Zealand,Tahiti,0,-35.0,125.0,24.0,-17.0,3.0,1,0.0,0.0,23.249657,324.311971,14.0
2012-10-16,Oman,Jordan,Oman,Oman,Jordan,0,17.0,-71.0,-6.0,39.0,1.0,1,0.0,0.0,9.072581,19.684841,14.0
2012-10-16,Paraguay,Peru,Paraguay,Paraguay,Peru,0,1.0,-16.0,-63.0,94.0,1.0,1,0.0,0.0,14.252536,16.57132,14.0
2012-10-16,Portugal,Northern Ireland,Portugal,Portugal,Northern Ireland,0,-114.0,972.0,27.0,30.0,0.0,0,0.0,0.0,15.387828,1.7321539999999995,14.0
2012-10-16,Qatar,Uzbekistan,Qatar,Qatar,Uzbekistan,0,31.0,-129.0,-30.0,9.0,-1.0,-1,0.0,0.0,16.022665,13.401378,14.0
2012-10-16,Romania,Netherlands,Romania,Romania,Netherlands,0,40.0,-522.0,77.0,97.0,-3.0,-1,0.0,0.0,6.189471999999995,19.675494,14.0
2012-10-16,Russia,Azerbaijan,Russia,Russia,Azerbaijan,0,-99.0,705.0,24.0,-15.0,1.0,1,0.0,0.0,21.380905,57.741829,4.0
2012-10-16,San Marino,Moldova,San Marino,San Marino,Moldova,0,54.0,-183.0,-1.0,-17.0,-2.0,-1,0.0,0.0,3.469270999999999,15.912108,14.0
2012-10-16,Slovakia,Greece,Slovakia,Slovakia,Greece,0,38.0,-421.0,-8.0,28.0,-1.0,-1,0.0,0.0,9.594818000000004,2.1252879999999976,4.0
2012-10-16,Spain,France,Spain,Spain,France,0,-12.0,600.0,-6.0,46.0,0.0,0,0.0,0.0,5.763970999999998,5.962969,14.0
2012-10-16,Ukraine,Montenegro,Ukraine,Ukraine,Montenegro,0,-2.0,7.0,2.0,17.0,-1.0,-1,0.0,0.0,5.670755,11.79119,14.0
2012-10-16,Venezuela,Ecuador,Venezuela,Venezuela,Ecuador,0,19.0,-267.0,51.0,12.0,0.0,0,0.0,0.0,8.254989,11.593676000000002,14.0
2012-10-17,Poland,England,Poland,Poland,England,0,49.0,-623.0,26.0,-78.0,0.0,0,0.0,0.0,0.4360619999999997,20.319436,14.0
2012-11-14,Iraq,Jordan,Qatar,Iraq,Jordan,1,7.0,-30.0,-49.0,-21.0,1.0,1,7.868365000000001,7.504593,5.230338,14.94547,14.0
2012-11-14,Montenegro,San Marino,Montenegro,Montenegro,San Marino,0,-165.0,687.0,68.0,-1.0,3.0,1,0.0,0.0,1.2336820000000015,6.916612999999998,14.0
2012-11-14,Northern Ireland,Azerbaijan,Northern Ireland,Northern Ireland,Azerbaijan,0,-23.0,79.0,69.0,-32.0,0.0,0,0.0,0.0,14.644595000000002,54.069227,14.0
2012-11-14,Oman,Japan,Oman,Oman,Japan,0,62.0,-382.0,58.0,-8.0,-1.0,-1,0.0,0.0,14.692241000000005,82.32966900000001,14.0
2012-11-14,Qatar,Lebanon,Qatar,Qatar,Lebanon,0,-8.0,17.0,-20.0,-1.0,1.0,1,0.0,0.0,8.499894999999999,15.321599,14.0
2013-02-06,Mexico,Jamaica,Mexico,Mexico,Jamaica,0,-43.0,442.0,0.0,0.0,0.0,0,0.0,0.0,5.524920000000002,25.25527600000001,14.0
2013-02-06,Panama,Costa Rica,Panama,Panama,Costa Rica,0,-20.0,79.0,12.0,0.0,0.0,0,0.0,0.0,1.2109360000000002,2.971300999999997,14.0
2013-03-22,Andorra,Turkey,Andorra,Andorra,Turkey,0,159.0,-605.0,0.0,0.0,-2.0,-1,0.0,0.0,3.582499999999996,33.641768,14.0
2013-03-22,Argentina,Venezuela,Argentina,Argentina,Venezuela,0,-40.0,687.0,28.0,23.0,3.0,1,0.0,0.0,44.839847,2.9730580000000018,14.0
2013-03-22,Austria,Faroe Islands,Austria,Austria,Faroe Islands,0,-74.0,302.0,-17.0,0.0,6.0,1,0.0,0.0,14.376404,21.461878,14.0
2013-03-22,Bosnia and Herzegovina,Greece,Bosnia and Herzegovina,Bosnia and Herzegovina,Greece,0,11.0,-208.0,11.0,13.0,2.0,1,0.0,0.0,4.841678000000002,4.145236000000001,14.0
2013-03-22,Bulgaria,Malta,Bulgaria,Bulgaria,Malta,0,-101.0,449.0,25.0,-7.0,6.0,1,0.0,0.0,6.796386999999996,11.110414,14.0
2013-03-22,Colombia,Bolivia,Colombia,Colombia,Bolivia,0,-31.0,518.0,30.0,34.0,5.0,1,0.0,0.0,20.861022,10.708679999999994,14.0
2013-03-22,Croatia,Serbia,Croatia,Croatia,Serbia,0,-26.0,423.0,21.0,-11.0,2.0,1,0.0,0.0,1.083479000000004,5.805859000000002,14.0
2013-03-22,Czech Republic,Denmark,Czech Republic,Czech Republic,Denmark,0,2.0,-5.0,12.0,-11.0,-3.0,-1,0.0,0.0,6.446427999999997,5.971177000000001,14.0
2013-03-22,France,Georgia,France,France,Georgia,0,-52.0,427.0,-8.0,3.0,2.0,1,0.0,0.0,3.9122309999999993,41.143143,14.0
2013-03-22,Honduras,Mexico,Honduras,Honduras,Mexico,0,34.0,-403.0,11.0,27.0,0.0,0,0.0,0.0,8.434502,16.310879,14.0
2013-03-22,Hungary,Romania,Hungary,Hungary,Romania,0,1.0,-16.0,24.0,24.0,0.0,0,0.0,0.0,1.219332999999999,5.463456000000001,14.0
2013-03-22,Israel,Portugal,Israel,Israel,Portugal,0,67.0,-648.0,-10.0,4.0,0.0,0,0.0,0.0,8.353821000000003,43.076066,14.0
2013-03-22,Jamaica,Panama,Jamaica,Jamaica,Panama,0,13.0,-48.0,6.0,12.0,0.0,0,0.0,0.0,9.571599999999998,3.484619000000009,14.0
2013-03-22,Kazakhstan,Germany,Kazakhstan,Kazakhstan,Germany,0,137.0,-1261.0,-4.0,36.0,-3.0,-1,0.0,0.0,3.1461180000000013,56.47215799999999,14.0
2013-03-22,Liechtenstein,Latvia,Liechtenstein,Liechtenstein,Latvia,0,49.0,-176.0,-10.0,-6.0,0.0,0,0.0,0.0,9.713635000000004,15.047816,14.0
2013-03-22,Luxembourg,Azerbaijan,Luxembourg,Luxembourg,Azerbaijan,0,35.0,-129.0,-17.0,3.0,0.0,0,0.0,0.0,9.672168,41.447344,14.0
2013-03-22,North Macedonia,Belgium,North Macedonia,North Macedonia,Belgium,0,45.0,-386.0,11.0,28.0,-2.0,-1,0.0,0.0,8.895286999999996,17.275364,14.0
2013-03-22,Moldova,Montenegro,Moldova,Moldova,Montenegro,0,103.0,-558.0,4.0,34.0,-1.0,-1,0.0,0.0,4.702953000000001,8.995495000000002,14.0
2013-03-22,Netherlands,Estonia,Netherlands,Netherlands,Estonia,0,-81.0,698.0,-2.0,-18.0,3.0,1,0.0,0.0,6.462639000000003,19.722341,14.0
2013-03-22,New Zealand,New Caledonia,New Zealand,New Zealand,New Caledonia,0,-15.0,83.0,29.0,0.0,1.0,1,0.0,0.0,19.996252,9.26792900000001,14.0
2013-03-22,Norway,Albania,Norway,Norway,Albania,0,-35.0,274.0,4.0,21.0,-1.0,-1,0.0,0.0,19.318692,11.699384999999998,14.0
2013-03-22,Peru,Chile,Peru,Peru,Chile,0,19.0,-205.0,-10.0,14.0,1.0,1,0.0,0.0,26.485180000000003,3.472183000000001,14.0
2013-03-22,Poland,Ukraine,Poland,Poland,Ukraine,0,13.0,-69.0,1.0,1.0,-2.0,-1,0.0,0.0,3.5400050000000007,12.020443999999998,14.0
